sectperf;unit;geo;time;values
Higher education sector;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2008-01-01;0.44
Higher education sector;Percentage of gross domestic product (GDP);Denmark;2008-01-01;0.75
Higher education sector;Percentage of gross domestic product (GDP);Euro area (19 countries);2008-01-01;0.42
Higher education sector;Percentage of gross domestic product (GDP);Estonia;2008-01-01;0.54
Higher education sector;Percentage of gross domestic product (GDP);Greece;2008-01-01;0.22
Higher education sector;Percentage of gross domestic product (GDP);Spain;2008-01-01;0.35
Higher education sector;Percentage of gross domestic product (GDP);European Union (current composition);2008-01-01;0.42
Higher education sector;Percentage of gross domestic product (GDP);Finland;2008-01-01;0.61
Higher education sector;Percentage of gross domestic product (GDP);France;2008-01-01;0.41
Higher education sector;Percentage of gross domestic product (GDP);Croatia;2008-01-01;0.27
Higher education sector;Percentage of gross domestic product (GDP);Hungary;2008-01-01;0.22
Higher education sector;Percentage of gross domestic product (GDP);Ireland;2008-01-01;0.4
Higher education sector;Percentage of gross domestic product (GDP);Iceland;2008-01-01;0.63
Higher education sector;Percentage of gross domestic product (GDP);Italy;2008-01-01;0.35
Higher education sector;Percentage of gross domestic product (GDP);Japan;2008-01-01;0.39
Higher education sector;Percentage of gross domestic product (GDP);South Korea;2008-01-01;0.35
Higher education sector;Percentage of gross domestic product (GDP);Lithuania;2008-01-01;0.42
Higher education sector;Percentage of gross domestic product (GDP);Luxembourg;2008-01-01;0.1
Higher education sector;Percentage of gross domestic product (GDP);Latvia;2008-01-01;0.28
Higher education sector;Percentage of gross domestic product (GDP);Malta;2008-01-01;0.16
Higher education sector;Percentage of gross domestic product (GDP);Netherlands;2008-01-01;0.62
Higher education sector;Percentage of gross domestic product (GDP);Norway;2008-01-01;0.5
Higher education sector;Percentage of gross domestic product (GDP);Poland;2008-01-01;0.2
Higher education sector;Percentage of gross domestic product (GDP);Portugal;2008-01-01;0.5
Higher education sector;Percentage of gross domestic product (GDP);Romania;2008-01-01;0.16
Higher education sector;Percentage of gross domestic product (GDP);Russia;2008-01-01;0.06
Higher education sector;Percentage of gross domestic product (GDP);Sweden;2008-01-01;0.74
Higher education sector;Percentage of gross domestic product (GDP);Slovenia;2008-01-01;0.22
Higher education sector;Percentage of gross domestic product (GDP);Slovakia;2008-01-01;0.11
Higher education sector;Percentage of gross domestic product (GDP);Turkey;2008-01-01;0.3
Higher education sector;Percentage of gross domestic product (GDP);United Kingdom;2008-01-01;0.43
Higher education sector;Percentage of gross domestic product (GDP);United States;2008-01-01;0.37
Private non-profit sector;Percentage of gross domestic product (GDP);Austria;2008-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Belgium;2008-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Bulgaria;2008-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Switzerland;2008-01-01;0.04
Private non-profit sector;Percentage of gross domestic product (GDP);Cyprus;2008-01-01;0.04
Private non-profit sector;Percentage of gross domestic product (GDP);Czechia;2008-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2008-01-01;NA
Private non-profit sector;Percentage of gross domestic product (GDP);Denmark;2008-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Euro area (19 countries);2008-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Estonia;2008-01-01;0.03
Private non-profit sector;Percentage of gross domestic product (GDP);Greece;2008-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Spain;2008-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);European Union (current composition);2008-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Finland;2008-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);France;2008-01-01;0.03
Private non-profit sector;Percentage of gross domestic product (GDP);Croatia;2008-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Iceland;2008-01-01;0.06
Private non-profit sector;Percentage of gross domestic product (GDP);Italy;2008-01-01;0.04
Private non-profit sector;Percentage of gross domestic product (GDP);Japan;2008-01-01;0.05
Private non-profit sector;Percentage of gross domestic product (GDP);South Korea;2008-01-01;0.04
Private non-profit sector;Percentage of gross domestic product (GDP);Malta;2008-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Netherlands;2008-01-01;NA
Private non-profit sector;Percentage of gross domestic product (GDP);Poland;2008-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Portugal;2008-01-01;0.12
Private non-profit sector;Percentage of gross domestic product (GDP);Romania;2008-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Russia;2008-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Sweden;2008-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Slovenia;2008-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Slovakia;2008-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);United Kingdom;2008-01-01;0.04
Private non-profit sector;Percentage of gross domestic product (GDP);United States;2008-01-01;0.11
All sectors;Percentage of gross domestic product (GDP);Austria;2008-01-01;2.57
All sectors;Percentage of gross domestic product (GDP);Belgium;2008-01-01;1.92
All sectors;Percentage of gross domestic product (GDP);Bulgaria;2008-01-01;0.45
All sectors;Percentage of gross domestic product (GDP);Switzerland;2008-01-01;2.71
All sectors;Percentage of gross domestic product (GDP);Cyprus;2008-01-01;0.39
All sectors;Percentage of gross domestic product (GDP);Czechia;2008-01-01;1.24
All sectors;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2008-01-01;2.6
All sectors;Percentage of gross domestic product (GDP);Denmark;2008-01-01;2.77
All sectors;Percentage of gross domestic product (GDP);Euro area (19 countries);2008-01-01;1.89
All sectors;Percentage of gross domestic product (GDP);Estonia;2008-01-01;1.26
All sectors;Percentage of gross domestic product (GDP);Greece;2008-01-01;0.66
All sectors;Percentage of gross domestic product (GDP);Spain;2008-01-01;1.32
All sectors;Percentage of gross domestic product (GDP);European Union (current composition);2008-01-01;1.83
All sectors;Percentage of gross domestic product (GDP);Finland;2008-01-01;3.55
All sectors;Percentage of gross domestic product (GDP);France;2008-01-01;2.06
All sectors;Percentage of gross domestic product (GDP);Croatia;2008-01-01;0.88
All sectors;Percentage of gross domestic product (GDP);Hungary;2008-01-01;0.98
All sectors;Percentage of gross domestic product (GDP);Ireland;2008-01-01;1.39
All sectors;Percentage of gross domestic product (GDP);Iceland;2008-01-01;2.49
All sectors;Percentage of gross domestic product (GDP);Italy;2008-01-01;1.16
All sectors;Percentage of gross domestic product (GDP);Japan;2008-01-01;3.34
All sectors;Percentage of gross domestic product (GDP);South Korea;2008-01-01;3.12
All sectors;Percentage of gross domestic product (GDP);Lithuania;2008-01-01;0.79
All sectors;Percentage of gross domestic product (GDP);Luxembourg;2008-01-01;1.62
All sectors;Percentage of gross domestic product (GDP);Latvia;2008-01-01;0.58
All sectors;Percentage of gross domestic product (GDP);Malta;2008-01-01;0.53
All sectors;Percentage of gross domestic product (GDP);Netherlands;2008-01-01;1.62
All sectors;Percentage of gross domestic product (GDP);Norway;2008-01-01;1.55
All sectors;Percentage of gross domestic product (GDP);Poland;2008-01-01;0.6
All sectors;Percentage of gross domestic product (GDP);Portugal;2008-01-01;1.45
All sectors;Percentage of gross domestic product (GDP);Romania;2008-01-01;0.55
All sectors;Percentage of gross domestic product (GDP);Russia;2008-01-01;0.97
All sectors;Percentage of gross domestic product (GDP);Sweden;2008-01-01;3.49
All sectors;Percentage of gross domestic product (GDP);Slovenia;2008-01-01;1.63
All sectors;Percentage of gross domestic product (GDP);Slovakia;2008-01-01;0.46
All sectors;Percentage of gross domestic product (GDP);Turkey;2008-01-01;0.69
All sectors;Percentage of gross domestic product (GDP);United Kingdom;2008-01-01;1.62
All sectors;Percentage of gross domestic product (GDP);United States;2008-01-01;2.77
Business enterprise sector;Percentage of gross domestic product (GDP);Austria;2009-01-01;1.77
Business enterprise sector;Percentage of gross domestic product (GDP);Belgium;2009-01-01;1.31
Business enterprise sector;Percentage of gross domestic product (GDP);Bulgaria;2009-01-01;0.15
Business enterprise sector;Percentage of gross domestic product (GDP);Cyprus;2009-01-01;0.09
Business enterprise sector;Percentage of gross domestic product (GDP);Czechia;2009-01-01;0.72
Business enterprise sector;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2009-01-01;1.84
Business enterprise sector;Percentage of gross domestic product (GDP);Denmark;2009-01-01;2.13
Business enterprise sector;Percentage of gross domestic product (GDP);Euro area (19 countries);2009-01-01;1.22
Business enterprise sector;Percentage of gross domestic product (GDP);Estonia;2009-01-01;0.62
Business enterprise sector;Percentage of gross domestic product (GDP);Greece;2009-01-01;0.23
Business enterprise sector;Percentage of gross domestic product (GDP);Spain;2009-01-01;0.7
Business enterprise sector;Percentage of gross domestic product (GDP);European Union (current composition);2009-01-01;1.19
Business enterprise sector;Percentage of gross domestic product (GDP);Finland;2009-01-01;2.68
Business enterprise sector;Percentage of gross domestic product (GDP);France;2009-01-01;1.36
Business enterprise sector;Percentage of gross domestic product (GDP);Croatia;2009-01-01;0.34
Business enterprise sector;Percentage of gross domestic product (GDP);Hungary;2009-01-01;0.65
Business enterprise sector;Percentage of gross domestic product (GDP);Ireland;2009-01-01;1.1
Business enterprise sector;Percentage of gross domestic product (GDP);Iceland;2009-01-01;1.31
Business enterprise sector;Percentage of gross domestic product (GDP);Italy;2009-01-01;0.65
Business enterprise sector;Percentage of gross domestic product (GDP);Japan;2009-01-01;2.45
Business enterprise sector;Percentage of gross domestic product (GDP);South Korea;2009-01-01;2.45
Business enterprise sector;Percentage of gross domestic product (GDP);Lithuania;2009-01-01;0.2
Business enterprise sector;Percentage of gross domestic product (GDP);Luxembourg;2009-01-01;1.27
Business enterprise sector;Percentage of gross domestic product (GDP);Latvia;2009-01-01;0.16
Business enterprise sector;Percentage of gross domestic product (GDP);Malta;2009-01-01;0.33
Business enterprise sector;Percentage of gross domestic product (GDP);Netherlands;2009-01-01;0.78
Business enterprise sector;Percentage of gross domestic product (GDP);Norway;2009-01-01;0.89
Business enterprise sector;Percentage of gross domestic product (GDP);Poland;2009-01-01;0.19
Business enterprise sector;Percentage of gross domestic product (GDP);Portugal;2009-01-01;0.75
Business enterprise sector;Percentage of gross domestic product (GDP);Romania;2009-01-01;0.18
Business enterprise sector;Percentage of gross domestic product (GDP);Serbia;2009-01-01;0.12
Business enterprise sector;Percentage of gross domestic product (GDP);Russia;2009-01-01;0.73
Business enterprise sector;Percentage of gross domestic product (GDP);Sweden;2009-01-01;2.44
Business enterprise sector;Percentage of gross domestic product (GDP);Slovenia;2009-01-01;1.17
Business enterprise sector;Percentage of gross domestic product (GDP);Slovakia;2009-01-01;0.19
Business enterprise sector;Percentage of gross domestic product (GDP);Turkey;2009-01-01;0.32
Business enterprise sector;Percentage of gross domestic product (GDP);United Kingdom;2009-01-01;1.02
Business enterprise sector;Percentage of gross domestic product (GDP);United States;2009-01-01;1.95
Government sector;Percentage of gross domestic product (GDP);Austria;2009-01-01;0.14
Government sector;Percentage of gross domestic product (GDP);Belgium;2009-01-01;0.18
Government sector;Percentage of gross domestic product (GDP);Bulgaria;2009-01-01;0.27
Government sector;Percentage of gross domestic product (GDP);Cyprus;2009-01-01;0.09
Government sector;Percentage of gross domestic product (GDP);Czechia;2009-01-01;0.31
Government sector;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2009-01-01;0.4
Government sector;Percentage of gross domestic product (GDP);Denmark;2009-01-01;0.06
Government sector;Percentage of gross domestic product (GDP);Euro area (19 countries);2009-01-01;0.29
Government sector;Percentage of gross domestic product (GDP);Estonia;2009-01-01;0.15
Government sector;Percentage of gross domestic product (GDP);Greece;2009-01-01;0.16
Government sector;Percentage of gross domestic product (GDP);Spain;2009-01-01;0.27
Government sector;Percentage of gross domestic product (GDP);European Union (current composition);2009-01-01;0.26
Government sector;Percentage of gross domestic product (GDP);Finland;2009-01-01;0.34
Government sector;Percentage of gross domestic product (GDP);France;2009-01-01;0.36
Government sector;Percentage of gross domestic product (GDP);Croatia;2009-01-01;0.23
Government sector;Percentage of gross domestic product (GDP);Hungary;2009-01-01;0.23
Government sector;Percentage of gross domestic product (GDP);Ireland;2009-01-01;0.08
Government sector;Percentage of gross domestic product (GDP);Iceland;2009-01-01;0.57
Government sector;Percentage of gross domestic product (GDP);Italy;2009-01-01;0.16
Government sector;Percentage of gross domestic product (GDP);Japan;2009-01-01;0.3
Government sector;Percentage of gross domestic product (GDP);South Korea;2009-01-01;0.43
Government sector;Percentage of gross domestic product (GDP);Lithuania;2009-01-01;0.19
Government sector;Percentage of gross domestic product (GDP);Luxembourg;2009-01-01;0.27
Government sector;Percentage of gross domestic product (GDP);Latvia;2009-01-01;0.11
Government sector;Percentage of gross domestic product (GDP);Malta;2009-01-01;0.02
Government sector;Percentage of gross domestic product (GDP);Netherlands;2009-01-01;0.21
Government sector;Percentage of gross domestic product (GDP);Norway;2009-01-01;0.28
Government sector;Percentage of gross domestic product (GDP);Poland;2009-01-01;0.23
Government sector;Percentage of gross domestic product (GDP);Portugal;2009-01-01;0.12
Government sector;Percentage of gross domestic product (GDP);Romania;2009-01-01;0.16
Government sector;Percentage of gross domestic product (GDP);Serbia;2009-01-01;0.27
Government sector;Percentage of gross domestic product (GDP);Russia;2009-01-01;0.35
Government sector;Percentage of gross domestic product (GDP);Sweden;2009-01-01;0.15
Government sector;Percentage of gross domestic product (GDP);Slovenia;2009-01-01;0.38
Government sector;Percentage of gross domestic product (GDP);Slovakia;2009-01-01;0.16
Government sector;Percentage of gross domestic product (GDP);Turkey;2009-01-01;0.1
Government sector;Percentage of gross domestic product (GDP);United Kingdom;2009-01-01;0.15
Government sector;Percentage of gross domestic product (GDP);United States;2009-01-01;0.34
Higher education sector;Percentage of gross domestic product (GDP);Austria;2009-01-01;0.68
Higher education sector;Percentage of gross domestic product (GDP);Belgium;2009-01-01;0.47
Higher education sector;Percentage of gross domestic product (GDP);Bulgaria;2009-01-01;0.07
Higher education sector;Percentage of gross domestic product (GDP);Cyprus;2009-01-01;0.21
Higher education sector;Percentage of gross domestic product (GDP);Czechia;2009-01-01;0.26
Higher education sector;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2009-01-01;0.48
Higher education sector;Percentage of gross domestic product (GDP);Denmark;2009-01-01;0.85
Higher education sector;Percentage of gross domestic product (GDP);Euro area (19 countries);2009-01-01;0.46
Higher education sector;Percentage of gross domestic product (GDP);Estonia;2009-01-01;0.59
Higher education sector;Percentage of gross domestic product (GDP);Greece;2009-01-01;0.23
Higher education sector;Percentage of gross domestic product (GDP);Spain;2009-01-01;0.38
Higher education sector;Percentage of gross domestic product (GDP);European Union (current composition);2009-01-01;0.46
Higher education sector;Percentage of gross domestic product (GDP);Finland;2009-01-01;0.71
Higher education sector;Percentage of gross domestic product (GDP);France;2009-01-01;0.46
Higher education sector;Percentage of gross domestic product (GDP);Croatia;2009-01-01;0.27
Higher education sector;Percentage of gross domestic product (GDP);Hungary;2009-01-01;0.24
Higher education sector;Percentage of gross domestic product (GDP);Ireland;2009-01-01;0.43
Higher education sector;Percentage of gross domestic product (GDP);Iceland;2009-01-01;0.65
Higher education sector;Percentage of gross domestic product (GDP);Italy;2009-01-01;0.37
Higher education sector;Percentage of gross domestic product (GDP);Japan;2009-01-01;0.43
Higher education sector;Percentage of gross domestic product (GDP);South Korea;2009-01-01;0.37
Higher education sector;Percentage of gross domestic product (GDP);Lithuania;2009-01-01;0.43
Higher education sector;Percentage of gross domestic product (GDP);Luxembourg;2009-01-01;0.13
Higher education sector;Percentage of gross domestic product (GDP);Latvia;2009-01-01;0.18
Higher education sector;Percentage of gross domestic product (GDP);Malta;2009-01-01;0.17
Higher education sector;Percentage of gross domestic product (GDP);Netherlands;2009-01-01;0.67
Higher education sector;Percentage of gross domestic product (GDP);Norway;2009-01-01;0.55
Higher education sector;Percentage of gross domestic product (GDP);Poland;2009-01-01;0.25
Higher education sector;Percentage of gross domestic product (GDP);Portugal;2009-01-01;0.58
Higher education sector;Percentage of gross domestic product (GDP);Romania;2009-01-01;0.11
Higher education sector;Percentage of gross domestic product (GDP);Serbia;2009-01-01;0.47
Higher education sector;Percentage of gross domestic product (GDP);Russia;2009-01-01;0.08
Higher education sector;Percentage of gross domestic product (GDP);Sweden;2009-01-01;0.85
Higher education sector;Percentage of gross domestic product (GDP);Slovenia;2009-01-01;0.26
Higher education sector;Percentage of gross domestic product (GDP);Slovakia;2009-01-01;0.12
Higher education sector;Percentage of gross domestic product (GDP);Turkey;2009-01-01;0.38
Higher education sector;Percentage of gross domestic product (GDP);United Kingdom;2009-01-01;0.47
Higher education sector;Percentage of gross domestic product (GDP);United States;2009-01-01;0.39
Private non-profit sector;Percentage of gross domestic product (GDP);Austria;2009-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Belgium;2009-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Bulgaria;2009-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Cyprus;2009-01-01;0.06
Private non-profit sector;Percentage of gross domestic product (GDP);Czechia;2009-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2009-01-01;NA
Private non-profit sector;Percentage of gross domestic product (GDP);Denmark;2009-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Euro area (19 countries);2009-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Estonia;2009-01-01;0.03
Private non-profit sector;Percentage of gross domestic product (GDP);Greece;2009-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Spain;2009-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);European Union (current composition);2009-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Finland;2009-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);France;2009-01-01;0.03
Private non-profit sector;Percentage of gross domestic product (GDP);Croatia;2009-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Iceland;2009-01-01;0.06
Private non-profit sector;Percentage of gross domestic product (GDP);Italy;2009-01-01;0.04
Private non-profit sector;Percentage of gross domestic product (GDP);Japan;2009-01-01;0.05
Private non-profit sector;Percentage of gross domestic product (GDP);South Korea;2009-01-01;0.05
Private non-profit sector;Percentage of gross domestic product (GDP);Luxembourg;2009-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Malta;2009-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Netherlands;2009-01-01;NA
Private non-profit sector;Percentage of gross domestic product (GDP);Poland;2009-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Portugal;2009-01-01;0.14
Private non-profit sector;Percentage of gross domestic product (GDP);Romania;2009-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Serbia;2009-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Russia;2009-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Sweden;2009-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Slovenia;2009-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Slovakia;2009-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);United Kingdom;2009-01-01;0.04
Private non-profit sector;Percentage of gross domestic product (GDP);United States;2009-01-01;0.13
All sectors;Percentage of gross domestic product (GDP);Austria;2009-01-01;2.6
All sectors;Percentage of gross domestic product (GDP);Belgium;2009-01-01;1.99
All sectors;Percentage of gross domestic product (GDP);Bulgaria;2009-01-01;0.49
All sectors;Percentage of gross domestic product (GDP);Cyprus;2009-01-01;0.44
All sectors;Percentage of gross domestic product (GDP);Czechia;2009-01-01;1.3
All sectors;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2009-01-01;2.72
All sectors;Percentage of gross domestic product (GDP);Denmark;2009-01-01;3.06
All sectors;Percentage of gross domestic product (GDP);Euro area (19 countries);2009-01-01;1.98
All sectors;Percentage of gross domestic product (GDP);Estonia;2009-01-01;1.4
All sectors;Percentage of gross domestic product (GDP);Greece;2009-01-01;0.63
All sectors;Percentage of gross domestic product (GDP);Spain;2009-01-01;1.35
All sectors;Percentage of gross domestic product (GDP);European Union (current composition);2009-01-01;1.93
All sectors;Percentage of gross domestic product (GDP);Finland;2009-01-01;3.75
All sectors;Percentage of gross domestic product (GDP);France;2009-01-01;2.21
All sectors;Percentage of gross domestic product (GDP);Croatia;2009-01-01;0.84
All sectors;Percentage of gross domestic product (GDP);Hungary;2009-01-01;1.13
All sectors;Percentage of gross domestic product (GDP);Ireland;2009-01-01;1.61
All sectors;Percentage of gross domestic product (GDP);Iceland;2009-01-01;2.6
All sectors;Percentage of gross domestic product (GDP);Italy;2009-01-01;1.22
All sectors;Percentage of gross domestic product (GDP);Japan;2009-01-01;3.23
All sectors;Percentage of gross domestic product (GDP);South Korea;2009-01-01;3.29
All sectors;Percentage of gross domestic product (GDP);Lithuania;2009-01-01;0.83
All sectors;Percentage of gross domestic product (GDP);Luxembourg;2009-01-01;1.68
All sectors;Percentage of gross domestic product (GDP);Latvia;2009-01-01;0.45
All sectors;Percentage of gross domestic product (GDP);Malta;2009-01-01;0.52
All sectors;Percentage of gross domestic product (GDP);Netherlands;2009-01-01;1.67
All sectors;Percentage of gross domestic product (GDP);Norway;2009-01-01;1.72
All sectors;Percentage of gross domestic product (GDP);Poland;2009-01-01;0.66
All sectors;Percentage of gross domestic product (GDP);Portugal;2009-01-01;1.58
All sectors;Percentage of gross domestic product (GDP);Romania;2009-01-01;0.45
All sectors;Percentage of gross domestic product (GDP);Serbia;2009-01-01;0.87
All sectors;Percentage of gross domestic product (GDP);Russia;2009-01-01;1.16
All sectors;Percentage of gross domestic product (GDP);Sweden;2009-01-01;3.45
All sectors;Percentage of gross domestic product (GDP);Slovenia;2009-01-01;1.82
All sectors;Percentage of gross domestic product (GDP);Slovakia;2009-01-01;0.47
All sectors;Percentage of gross domestic product (GDP);Turkey;2009-01-01;0.81
All sectors;Percentage of gross domestic product (GDP);United Kingdom;2009-01-01;1.68
All sectors;Percentage of gross domestic product (GDP);United States;2009-01-01;2.81
Business enterprise sector;Percentage of gross domestic product (GDP);Austria;2010-01-01;1.87
Business enterprise sector;Percentage of gross domestic product (GDP);Belgium;2010-01-01;1.38
Business enterprise sector;Percentage of gross domestic product (GDP);Bulgaria;2010-01-01;0.28
Business enterprise sector;Percentage of gross domestic product (GDP);Cyprus;2010-01-01;0.08
Business enterprise sector;Percentage of gross domestic product (GDP);Czechia;2010-01-01;0.77
Business enterprise sector;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2010-01-01;1.82
Business enterprise sector;Percentage of gross domestic product (GDP);Denmark;2010-01-01;1.96
Business enterprise sector;Percentage of gross domestic product (GDP);Euro area (19 countries);2010-01-01;1.24
Business enterprise sector;Percentage of gross domestic product (GDP);Estonia;2010-01-01;0.79
Business enterprise sector;Percentage of gross domestic product (GDP);Greece;2010-01-01;0.24
Business enterprise sector;Percentage of gross domestic product (GDP);Spain;2010-01-01;0.69
Business enterprise sector;Percentage of gross domestic product (GDP);European Union (current composition);2010-01-01;1.19
Business enterprise sector;Percentage of gross domestic product (GDP);Finland;2010-01-01;2.59
Business enterprise sector;Percentage of gross domestic product (GDP);France;2010-01-01;1.38
Business enterprise sector;Percentage of gross domestic product (GDP);Croatia;2010-01-01;0.33
Business enterprise sector;Percentage of gross domestic product (GDP);Hungary;2010-01-01;0.68
Business enterprise sector;Percentage of gross domestic product (GDP);Ireland;2010-01-01;1.1
Business enterprise sector;Percentage of gross domestic product (GDP);Iceland;2010-01-01;1.28
Business enterprise sector;Percentage of gross domestic product (GDP);Italy;2010-01-01;0.66
Business enterprise sector;Percentage of gross domestic product (GDP);Japan;2010-01-01;2.4
Business enterprise sector;Percentage of gross domestic product (GDP);South Korea;2010-01-01;2.59
Business enterprise sector;Percentage of gross domestic product (GDP);Lithuania;2010-01-01;0.23
Business enterprise sector;Percentage of gross domestic product (GDP);Luxembourg;2010-01-01;1
Business enterprise sector;Percentage of gross domestic product (GDP);Latvia;2010-01-01;0.23
Business enterprise sector;Percentage of gross domestic product (GDP);Malta;2010-01-01;0.37
Business enterprise sector;Percentage of gross domestic product (GDP);Netherlands;2010-01-01;0.82
Business enterprise sector;Percentage of gross domestic product (GDP);Norway;2010-01-01;0.84
Business enterprise sector;Percentage of gross domestic product (GDP);Poland;2010-01-01;0.19
Business enterprise sector;Percentage of gross domestic product (GDP);Portugal;2010-01-01;0.7
Business enterprise sector;Percentage of gross domestic product (GDP);Romania;2010-01-01;0.18
Business enterprise sector;Percentage of gross domestic product (GDP);Serbia;2010-01-01;0.09
Business enterprise sector;Percentage of gross domestic product (GDP);Russia;2010-01-01;0.63
Business enterprise sector;Percentage of gross domestic product (GDP);Sweden;2010-01-01;2.21
Business enterprise sector;Percentage of gross domestic product (GDP);Slovenia;2010-01-01;1.4
Business enterprise sector;Percentage of gross domestic product (GDP);Slovakia;2010-01-01;0.26
Business enterprise sector;Percentage of gross domestic product (GDP);Turkey;2010-01-01;0.34
Business enterprise sector;Percentage of gross domestic product (GDP);United Kingdom;2010-01-01;1.01
Business enterprise sector;Percentage of gross domestic product (GDP);United States;2010-01-01;1.86
Government sector;Percentage of gross domestic product (GDP);Austria;2010-01-01;0.14
Government sector;Percentage of gross domestic product (GDP);Belgium;2010-01-01;0.17
Government sector;Percentage of gross domestic product (GDP);Bulgaria;2010-01-01;0.21
Government sector;Percentage of gross domestic product (GDP);Switzerland;2010-01-01;0.02
Government sector;Percentage of gross domestic product (GDP);Cyprus;2010-01-01;0.09
Government sector;Percentage of gross domestic product (GDP);Czechia;2010-01-01;0.29
Government sector;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2010-01-01;0.4
Government sector;Percentage of gross domestic product (GDP);Denmark;2010-01-01;0.06
Government sector;Percentage of gross domestic product (GDP);Euro area (19 countries);2010-01-01;0.27
Government sector;Percentage of gross domestic product (GDP);Estonia;2010-01-01;0.17
Government sector;Percentage of gross domestic product (GDP);Greece;2010-01-01;0.14
Government sector;Percentage of gross domestic product (GDP);Spain;2010-01-01;0.27
Government sector;Percentage of gross domestic product (GDP);European Union (current composition);2010-01-01;0.25
Government sector;Percentage of gross domestic product (GDP);Finland;2010-01-01;0.34
Government sector;Percentage of gross domestic product (GDP);France;2010-01-01;0.31
Government sector;Percentage of gross domestic product (GDP);Croatia;2010-01-01;0.2
Government sector;Percentage of gross domestic product (GDP);Hungary;2010-01-01;0.21
Government sector;Percentage of gross domestic product (GDP);Ireland;2010-01-01;0.08
Government sector;Percentage of gross domestic product (GDP);Italy;2010-01-01;0.17
Government sector;Percentage of gross domestic product (GDP);Japan;2010-01-01;0.28
Government sector;Percentage of gross domestic product (GDP);South Korea;2010-01-01;0.44
Government sector;Percentage of gross domestic product (GDP);Lithuania;2010-01-01;0.14
Government sector;Percentage of gross domestic product (GDP);Luxembourg;2010-01-01;0.32
Government sector;Percentage of gross domestic product (GDP);Latvia;2010-01-01;0.14
Government sector;Percentage of gross domestic product (GDP);Malta;2010-01-01;0.02
Government sector;Percentage of gross domestic product (GDP);Netherlands;2010-01-01;0.2
Government sector;Percentage of gross domestic product (GDP);Norway;2010-01-01;0.27
Government sector;Percentage of gross domestic product (GDP);Poland;2010-01-01;0.26
Government sector;Percentage of gross domestic product (GDP);Portugal;2010-01-01;0.11
Government sector;Percentage of gross domestic product (GDP);Romania;2010-01-01;0.17
Government sector;Percentage of gross domestic product (GDP);Serbia;2010-01-01;0.27
Government sector;Percentage of gross domestic product (GDP);Russia;2010-01-01;0.32
Government sector;Percentage of gross domestic product (GDP);Sweden;2010-01-01;0.16
